,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Weekdays,Time_Of_The_Day
5076,Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → MUM → COK,21:25:00,12:35:00,910,2.0,In-flight meal not included,11270,6,6,2019,Thursday,Night
5077,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,20:45:00,06:35:00,590,1.0,No info,6152,24,6,2019,Monday,Evening
5078,Jet Airways,2019-03-27,Delhi,Cochin,DEL → MUM → COK,08:00:00,04:25:00,1225,1.0,No info,12452,27,3,2019,Wednesday,Morning
5079,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,16:20:00,1430,1.0,In-flight meal not included,10844,15,5,2019,Wednesday,Afternoon
5080,IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,11:55:00,22:30:00,635,1.0,No info,8216,18,5,2019,Saturday,Morning
5081,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,19:50:00,800,1.0,No info,13626,12,6,2019,Wednesday,Morning
5082,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → HYD → MAA → COK,07:05:00,21:20:00,855,2.0,No info,7084,6,3,2019,Wednesday,Morning
5083,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,04:55:00,19:15:00,860,1.0,No info,7575,9,5,2019,Thursday,Night
5084,Air India,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,08:15:00,08:50:00,1475,1.0,No info,6781,3,3,2019,Sunday,Morning
5085,Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,07:10:00,10:10:00,180,0.0,In-flight meal not included,6478,6,6,2019,Thursday,Morning
5086,SpiceJet,2019-03-15,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:05:00,80,0.0,No check-in baggage included,2385,15,3,2019,Friday,Night
5087,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,13:00:00,21:00:00,480,1.0,No info,9385,18,5,2019,Saturday,Afternoon
5088,GoAir,2019-04-18,Banglore,Delhi,BLR → DEL,07:45:00,10:40:00,175,0.0,No info,5048,18,4,2019,Thursday,Morning
5089,IndiGo,2019-06-12,Delhi,Cochin,DEL → MUM → COK,20:25:00,01:30:00,305,1.0,No info,5058,12,6,2019,Wednesday,Evening
5090,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,06:00:00,13:20:00,440,1.0,No info,11269,21,3,2019,Thursday,Morning
5091,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → MUM → COK,19:00:00,01:30:00,390,1.0,No info,7363,9,4,2019,Tuesday,Evening
5093,Jet Airways,2019-03-06,Delhi,Cochin,DEL → MUM → COK,15:05:00,04:25:00,800,1.0,No info,15764,6,3,2019,Wednesday,Afternoon
5094,Jet Airways,2019-06-12,Delhi,Cochin,DEL → MUM → COK,10:00:00,04:25:00,1105,1.0,In-flight meal not included,10262,12,6,2019,Wednesday,Morning
5095,Jet Airways,2019-06-03,Delhi,Cochin,DEL → NAG → MUM → COK,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919,3,6,2019,Monday,Afternoon
5096,Jet Airways,2019-06-15,Delhi,Cochin,DEL → MUM → COK,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262,15,6,2019,Saturday,Afternoon
5097,Air India,2019-05-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,23:15:00,1045,2.0,No info,11883,6,5,2019,Monday,Night
5098,SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,22:20:00,00:40:00,140,0.0,No info,3847,21,3,2019,Thursday,Night
5099,Jet Airways,2019-06-12,Mumbai,Hyderabad,MUM → HYD,19:35:00,21:05:00,90,0.0,No info,5678,12,6,2019,Wednesday,Evening
5100,Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,22:40:00,930,1.0,No info,8662,12,5,2019,Sunday,Morning
5101,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,14:00:00,04:25:00,865,1.0,In-flight meal not included,12898,27,5,2019,Monday,Afternoon
5102,SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,4423,12,5,2019,Sunday,Night
5103,Air India,2019-06-12,Delhi,Cochin,DEL → BLR → COK,17:40:00,08:15:00,875,1.0,No info,8991,12,6,2019,Wednesday,Afternoon
5104,SpiceJet,2019-05-15,Delhi,Cochin,DEL → BLR → COK,17:55:00,22:50:00,295,1.0,No info,5409,15,5,2019,Wednesday,Afternoon
5105,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,08:35:00,16:10:00,455,1.0,No info,6442,27,4,2019,Saturday,Morning
5106,Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → MUM → BLR,12:00:00,21:50:00,590,2.0,No info,9941,24,5,2019,Friday,Afternoon
5107,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,06:40:00,21:20:00,880,2.0,No info,6494,21,3,2019,Thursday,Morning
5108,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → MUM → COK,17:00:00,01:30:00,510,1.0,No info,7198,24,6,2019,Monday,Afternoon
5109,SpiceJet,2019-03-09,Banglore,New Delhi,BLR → DEL,05:45:00,08:35:00,170,0.0,No info,7110,9,3,2019,Saturday,Night
5110,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,18:55:00,09:30:00,875,1.0,In-flight meal not included,11087,12,3,2019,Tuesday,Evening
5111,IndiGo,2019-05-09,Kolkata,Banglore,CCU → BLR,20:20:00,22:55:00,155,0.0,No info,4804,9,5,2019,Thursday,Evening
5112,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,07:10:00,10:05:00,175,0.0,No info,4823,15,6,2019,Saturday,Morning
5113,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,19:10:00,575,1.0,No info,14151,12,5,2019,Sunday,Morning
5114,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,06:00:00,19:00:00,780,1.0,In-flight meal not included,10791,27,6,2019,Thursday,Morning
5115,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,09:05:00,1555,1.0,No info,7980,1,4,2019,Monday,Morning
5116,Air India,2019-04-27,Delhi,Cochin,DEL → TRV → COK,05:15:00,06:50:00,1535,1.0,No info,6587,27,4,2019,Saturday,Night
5117,Vistara,2019-05-06,Chennai,Kolkata,MAA → CCU,07:05:00,09:20:00,135,0.0,No info,3687,6,5,2019,Monday,Morning
5118,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → MUM → COK,18:45:00,19:15:00,1470,2.0,No info,13307,15,5,2019,Wednesday,Evening
5119,Air India,2019-03-24,Mumbai,Hyderabad,MUM → HYD,15:00:00,16:25:00,85,0.0,No info,2050,24,3,2019,Sunday,Afternoon
5120,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,09:00:00,19:00:00,600,1.0,No info,10197,9,5,2019,Thursday,Morning
5121,Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,21:00:00,23:50:00,170,0.0,No info,4668,24,6,2019,Monday,Night
5122,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,13:00:00,15:50:00,170,0.0,No info,4990,24,5,2019,Friday,Afternoon
5123,IndiGo,2019-05-24,Mumbai,Hyderabad,MUM → HYD,06:25:00,07:55:00,90,0.0,No info,4049,24,5,2019,Friday,Morning
5124,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → MUM → COK,09:00:00,21:00:00,720,1.0,No info,7933,15,6,2019,Saturday,Morning
5125,IndiGo,2019-05-06,Mumbai,Hyderabad,MUM → HYD,09:10:00,10:40:00,90,0.0,No info,4049,6,5,2019,Monday,Morning
5126,Jet Airways,2019-03-27,Delhi,Cochin,DEL → MUM → COK,07:05:00,04:25:00,1280,1.0,In-flight meal not included,6645,27,3,2019,Wednesday,Morning
5127,Jet Airways,2019-06-18,Mumbai,Hyderabad,MUM → HYD,08:45:00,10:15:00,90,0.0,No info,8040,18,6,2019,Tuesday,Morning
5128,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,13:00:00,01:35:00,755,1.0,No info,8098,21,3,2019,Thursday,Afternoon
5129,Jet Airways,2019-06-03,Delhi,Cochin,DEL → MUM → COK,02:15:00,19:00:00,1005,1.0,In-flight meal not included,10262,3,6,2019,Monday,Night
5130,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → MUM → DEL,18:40:00,07:40:00,780,1.0,No info,12284,18,3,2019,Monday,Evening
5131,Jet Airways,2019-06-03,Delhi,Cochin,DEL → MUM → COK,15:00:00,19:00:00,1680,1.0,In-flight meal not included,10262,3,6,2019,Monday,Afternoon
5132,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,20:00:00,22:50:00,170,0.0,No info,4990,12,4,2019,Friday,Evening
5133,Air India,2019-03-18,Banglore,New Delhi,BLR → MUM → NAG → DEL,17:25:00,10:35:00,1030,2.0,No info,12568,18,3,2019,Monday,Afternoon
5134,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,23:35:00,570,1.0,In-flight meal not included,11841,6,5,2019,Monday,Afternoon
5135,Jet Airways,2019-06-15,Delhi,Cochin,DEL → MUM → COK,02:15:00,12:35:00,620,1.0,No info,18371,15,6,2019,Saturday,Night
5136,SpiceJet,2019-03-01,Banglore,New Delhi,BLR → PNQ → DEL,10:20:00,18:15:00,475,1.0,No info,23267,1,3,2019,Friday,Morning
5137,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,23:35:00,840,1.0,No info,13067,1,5,2019,Wednesday,Morning
5138,IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,22:05:00,00:25:00,140,0.0,No info,5277,21,6,2019,Friday,Night
5139,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → MUM → COK,17:15:00,07:40:00,865,2.0,No info,13879,27,5,2019,Monday,Afternoon
5140,IndiGo,2019-04-09,Kolkata,Banglore,CCU → BLR,17:15:00,19:50:00,155,0.0,No info,4174,9,4,2019,Tuesday,Afternoon
5141,Air India,2019-05-09,Delhi,Cochin,DEL → AMD → MUM → COK,19:45:00,19:15:00,1410,2.0,No info,10178,9,5,2019,Thursday,Evening
5142,Jet Airways,2019-06-12,Delhi,Cochin,DEL → LKO → MUM → COK,11:45:00,04:25:00,1000,2.0,No info,13882,12,6,2019,Wednesday,Morning
5143,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,19:30:00,22:15:00,165,0.0,No info,4878,21,5,2019,Tuesday,Evening
5144,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,09:45:00,12:35:00,170,0.0,No info,4668,27,6,2019,Thursday,Morning
5145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,22:35:00,1595,1.0,In-flight meal not included,10844,21,5,2019,Tuesday,Evening
5146,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,08:45:00,21:00:00,735,1.0,No info,7005,27,6,2019,Thursday,Morning
5147,Jet Airways,2019-05-21,Delhi,Cochin,DEL → MUM → COK,02:15:00,12:35:00,620,1.0,In-flight meal not included,12898,21,5,2019,Tuesday,Night
5148,Air India,2019-06-15,Delhi,Cochin,DEL → MUM → COK,03:50:00,19:15:00,925,1.0,No info,9929,15,6,2019,Saturday,Night
5149,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,10:00:00,19:00:00,540,1.0,No info,14714,1,6,2019,Saturday,Morning
5150,Air India,2019-04-21,Delhi,Cochin,DEL → COK,05:10:00,08:00:00,170,0.0,No info,6094,21,4,2019,Sunday,Night
5151,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → MUM → DEL,11:40:00,23:00:00,680,1.0,No info,16736,6,3,2019,Wednesday,Morning
5152,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,No info,7229,3,4,2019,Wednesday,Morning
5153,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,04:55:00,12:35:00,460,1.0,No info,8882,18,5,2019,Saturday,Night
5154,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,08:00:00,19:00:00,660,1.0,No info,10197,9,5,2019,Thursday,Morning
5155,IndiGo,2019-05-12,Kolkata,Banglore,CCU → BLR,20:20:00,22:55:00,155,0.0,No info,4804,12,5,2019,Sunday,Evening
5156,IndiGo,2019-03-03,Delhi,Cochin,DEL → MUM → COK,07:30:00,13:20:00,350,1.0,No info,13628,3,3,2019,Sunday,Morning
5157,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,14:40:00,17:50:00,190,0.0,No info,6216,27,5,2019,Monday,Afternoon
5158,Air India,2019-05-21,Delhi,Cochin,DEL → TRV → COK,05:15:00,06:50:00,1535,1.0,No info,7480,21,5,2019,Tuesday,Night
5159,Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,10:00:00,16:15:00,375,1.0,No info,11936,12,6,2019,Wednesday,Morning
5160,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,08:20:00,10:35:00,135,0.0,No info,3859,18,3,2019,Monday,Morning
5161,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,10:05:00,845,1.0,In-flight meal not included,8586,12,5,2019,Sunday,Evening
5162,Vistara,2019-03-01,Banglore,New Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,21730,1,3,2019,Friday,Night
5163,IndiGo,2019-06-01,Delhi,Cochin,DEL → MUM → COK,17:10:00,01:30:00,500,1.0,No info,6628,1,6,2019,Saturday,Afternoon
5164,Air India,2019-05-01,Kolkata,Banglore,CCU → BBI → MUM → BLR,12:00:00,07:55:00,1195,2.0,No info,10151,1,5,2019,Wednesday,Afternoon
5165,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,14:25:00,1285,1.0,No info,11467,21,5,2019,Tuesday,Afternoon
5166,IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,05:10:00,10:05:00,295,1.0,No info,7010,15,6,2019,Saturday,Night
5167,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,17:45:00,20:45:00,180,0.0,No info,7229,3,4,2019,Wednesday,Afternoon
5168,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,13:10:00,16:10:00,180,0.0,No info,8033,9,3,2019,Saturday,Afternoon
5169,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,No info,7229,18,5,2019,Saturday,Morning
5170,IndiGo,2019-06-09,Kolkata,Banglore,CCU → PNQ → BLR,21:00:00,02:15:00,315,1.0,No info,6911,9,6,2019,Sunday,Night
5171,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → MUM → COK,20:00:00,19:00:00,1380,2.0,No info,14300,27,6,2019,Thursday,Evening
5172,Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00:00,01:20:00,1100,2.0,No info,13033,9,6,2019,Sunday,Morning
5173,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,04:00:00,06:50:00,170,0.0,No info,3943,24,5,2019,Friday,Night
5174,SpiceJet,2019-03-09,Banglore,New Delhi,BLR → DEL,09:35:00,12:30:00,175,0.0,No info,6205,9,3,2019,Saturday,Morning
5175,IndiGo,2019-03-06,Delhi,Cochin,DEL → MUM → COK,11:30:00,21:00:00,570,1.0,No info,14871,6,3,2019,Wednesday,Morning
5176,Jet Airways,2019-05-18,Mumbai,Hyderabad,MUM → HYD,02:55:00,04:20:00,85,0.0,No info,5678,18,5,2019,Saturday,Night
5177,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → MUM → COK,11:30:00,19:15:00,465,1.0,No info,16108,1,6,2019,Saturday,Morning
5178,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → MUM → DEL,20:35:00,09:30:00,775,1.0,No info,17261,6,3,2019,Wednesday,Evening
5179,SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,05:55:00,08:35:00,160,0.0,No info,3311,12,5,2019,Sunday,Night
5180,IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,11:30:00,14:05:00,155,0.0,No info,4174,12,4,2019,Friday,Morning
5181,IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,16:55:00,19:45:00,170,0.0,No info,4823,9,6,2019,Sunday,Afternoon
5182,Air India,2019-03-09,Banglore,New Delhi,BLR → COK → DEL,22:00:00,13:20:00,920,1.0,No info,8425,9,3,2019,Saturday,Night
5183,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,No info,7229,15,5,2019,Wednesday,Morning
5184,GoAir,2019-06-09,Delhi,Cochin,DEL → MUM → COK,10:35:00,19:35:00,540,1.0,No info,5281,9,6,2019,Sunday,Morning
5185,Jet Airways,2019-03-09,Delhi,Cochin,DEL → MUM → COK,08:00:00,04:25:00,1225,1.0,No info,17549,9,3,2019,Saturday,Morning
5186,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → MUM → COK,08:00:00,21:00:00,780,1.0,No info,13797,3,6,2019,Monday,Morning
5187,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,08:30:00,11:20:00,170,0.0,No info,4823,12,4,2019,Friday,Morning
5188,Air India,2019-06-03,Delhi,Cochin,DEL → BLR → COK,17:40:00,09:35:00,955,1.0,No info,7258,3,6,2019,Monday,Afternoon
5189,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → MUM → COK,12:50:00,01:35:00,765,1.0,No info,18192,3,3,2019,Sunday,Afternoon
5190,Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00:00,05:25:00,1165,2.0,No info,13899,1,5,2019,Wednesday,Morning
5191,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844,9,5,2019,Thursday,Afternoon
5192,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,09:45:00,1450,1.0,No info,14151,12,5,2019,Sunday,Morning
5193,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → MUM → COK,15:15:00,01:35:00,620,1.0,No info,15147,6,3,2019,Wednesday,Afternoon
5194,GoAir,2019-06-15,Banglore,Delhi,BLR → DEL,07:45:00,10:40:00,175,0.0,No info,3898,15,6,2019,Saturday,Morning
5195,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,05:05:00,16:10:00,665,1.0,No info,6818,15,5,2019,Wednesday,Night
5196,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,12:00:00,1170,1.0,No info,14781,15,5,2019,Wednesday,Afternoon
5197,Air Asia,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10:00,23:30:00,500,2.0,No info,5192,21,5,2019,Tuesday,Afternoon
5198,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → MUM → COK,05:30:00,12:35:00,425,2.0,No info,14441,27,6,2019,Thursday,Night
5199,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,21:05:00,1480,1.0,No info,14151,24,5,2019,Friday,Evening
5200,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,19:35:00,23:15:00,220,1.0,No info,4226,18,5,2019,Saturday,Evening
5201,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → MUM → COK,20:15:00,19:15:00,1380,2.0,No info,13381,27,5,2019,Monday,Evening
5202,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → MUM → COK,04:55:00,19:00:00,845,1.0,No info,10678,15,6,2019,Saturday,Night
5203,Jet Airways,2019-03-27,Delhi,Cochin,DEL → MUM → COK,11:30:00,18:50:00,440,1.0,No info,12242,27,3,2019,Wednesday,Morning
5204,Jet Airways,2019-06-21,Mumbai,Hyderabad,MUM → HYD,02:55:00,04:20:00,85,0.0,In-flight meal not included,4995,21,6,2019,Friday,Night
5205,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,20:55:00,04:25:00,450,1.0,In-flight meal not included,10262,1,6,2019,Saturday,Evening
5206,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841,15,4,2019,Monday,Night
5207,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,12:00:00,960,1.0,In-flight meal not included,9663,9,5,2019,Thursday,Evening
5208,IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,11:30:00,14:05:00,155,0.0,No info,5224,18,4,2019,Thursday,Morning
5209,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,07:05:00,19:15:00,730,1.0,No info,14533,18,5,2019,Saturday,Morning
5210,SpiceJet,2019-05-24,Mumbai,Hyderabad,MUM → HYD,22:45:00,00:15:00,90,0.0,No info,2017,24,5,2019,Friday,Night
5211,Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,18:55:00,22:00:00,185,0.0,In-flight meal not included,5769,12,6,2019,Wednesday,Evening
5212,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,10:45:00,18:50:00,485,1.0,No info,11622,21,3,2019,Thursday,Morning
5213,IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,18:55:00,21:50:00,175,0.0,No info,4823,3,4,2019,Wednesday,Evening
5214,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → MUM → DEL,14:05:00,11:25:00,1280,1.0,In-flight meal not included,7832,21,3,2019,Thursday,Afternoon
5215,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → MUM → COK,07:30:00,19:15:00,705,1.0,No info,9001,24,6,2019,Monday,Morning
5216,IndiGo,2019-06-27,Mumbai,Hyderabad,MUM → HYD,12:00:00,13:30:00,90,0.0,No info,2754,27,6,2019,Thursday,Afternoon
5217,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,07:10:00,10:10:00,180,0.0,No info,7229,24,5,2019,Friday,Morning
5218,IndiGo,2019-03-09,Delhi,Cochin,DEL → TRV → COK,21:05:00,01:45:00,280,1.0,No info,6937,9,3,2019,Saturday,Night
5219,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00:00,01:20:00,920,2.0,No info,13033,6,6,2019,Thursday,Morning
5220,SpiceJet,2019-05-03,Banglore,Delhi,BLR → DEL,05:55:00,08:35:00,160,0.0,No info,3625,3,5,2019,Friday,Night
5221,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → MUM → COK,21:25:00,19:00:00,1295,2.0,No info,13292,27,6,2019,Thursday,Night
5222,Air India,2019-03-12,Banglore,New Delhi,BLR → MUM → NAG → DEL,08:50:00,10:15:00,1525,2.0,No info,12778,12,3,2019,Tuesday,Morning
5223,SpiceJet,2019-06-01,Kolkata,Banglore,CCU → BLR,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841,1,6,2019,Saturday,Afternoon
5224,IndiGo,2019-03-18,Mumbai,Hyderabad,MUM → HYD,21:20:00,22:45:00,85,0.0,No info,2227,18,3,2019,Monday,Night
5225,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → PNQ → BLR,08:35:00,17:15:00,520,1.0,No info,6171,9,5,2019,Thursday,Morning
5226,Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → MUM → BLR,12:00:00,07:55:00,1195,2.0,No info,10676,12,5,2019,Sunday,Afternoon
5227,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → MUM → COK,19:30:00,12:35:00,1025,2.0,No info,13014,24,6,2019,Monday,Evening
5228,IndiGo,2019-03-18,Mumbai,Hyderabad,MUM → HYD,02:30:00,04:00:00,90,0.0,No info,2754,18,3,2019,Monday,Night
5229,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → MUM → COK,17:15:00,07:40:00,865,2.0,No info,8367,27,3,2019,Wednesday,Afternoon
5230,Jet Airways,2019-04-03,Delhi,Cochin,DEL → MUM → COK,02:15:00,04:25:00,1570,1.0,In-flight meal not included,5177,3,4,2019,Wednesday,Night
5231,SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,17:10:00,19:40:00,150,0.0,No info,4174,18,4,2019,Thursday,Afternoon
5232,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → MUM → COK,08:45:00,19:00:00,615,1.0,No info,9794,15,5,2019,Wednesday,Morning
5233,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,09:45:00,16:10:00,385,1.0,No info,10486,27,5,2019,Monday,Morning
5234,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → MUM → COK,08:00:00,19:15:00,675,1.0,No info,15058,21,5,2019,Tuesday,Morning
5235,IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,22:15:00,00:50:00,155,0.0,No info,4804,27,4,2019,Saturday,Night
5236,Jet Airways,2019-03-06,Delhi,Cochin,DEL → MUM → COK,16:00:00,19:45:00,1665,1.0,No info,17024,6,3,2019,Wednesday,Afternoon
5237,GoAir,2019-05-12,Kolkata,Banglore,CCU → AMD → BLR,16:40:00,00:15:00,455,1.0,No info,8855,12,5,2019,Sunday,Afternoon
5238,Air India,2019-06-09,Delhi,Cochin,DEL → MUM → COK,21:00:00,07:40:00,640,1.0,No info,8372,9,6,2019,Sunday,Night
5239,Jet Airways,2019-06-24,Mumbai,Hyderabad,MUM → HYD,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050,24,6,2019,Monday,Night
5240,Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,No info,7229,12,5,2019,Sunday,Morning
5241,SpiceJet,2019-03-18,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:05:00,80,0.0,No check-in baggage included,2385,18,3,2019,Monday,Night
5242,GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,11:40:00,14:30:00,170,0.0,No info,3898,24,6,2019,Monday,Morning
5243,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,01:30:00,04:15:00,165,0.0,No info,6860,3,3,2019,Sunday,Night
5244,SpiceJet,2019-05-27,Delhi,Cochin,DEL → MAA → COK,06:05:00,11:20:00,315,1.0,No info,6749,27,5,2019,Monday,Morning
5245,Air India,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30:00,23:15:00,525,2.0,No info,15107,21,5,2019,Tuesday,Afternoon
5246,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → MUM → COK,09:40:00,04:25:00,1125,2.0,In-flight meal not included,10368,15,6,2019,Saturday,Morning
5247,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → MUM → DEL,07:00:00,21:20:00,860,1.0,In-flight meal not included,7832,21,3,2019,Thursday,Morning
5248,SpiceJet,2019-05-27,Mumbai,Hyderabad,MUM → HYD,13:15:00,14:45:00,90,0.0,No check-in baggage included,2385,27,5,2019,Monday,Afternoon
5249,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,14:25:00,16:55:00,150,0.0,No info,4804,24,6,2019,Monday,Afternoon
5250,Air India,2019-03-21,Delhi,Cochin,DEL → AMD → MUM → COK,16:40:00,19:15:00,1595,2.0,No info,8236,21,3,2019,Thursday,Afternoon
5251,IndiGo,2019-03-27,Delhi,Cochin,DEL → MUM → COK,11:30:00,21:00:00,570,1.0,No info,6416,27,3,2019,Wednesday,Morning
